N15 psi-1 chi-1
0.46841727037
0.6258555;0.123057222222;1.45001611111;-0.3582076;0.372514888889;0.5972675
N/A
60.000000;180.000000;300.000000;Unknown;ALA;GLY
-560.0;-160.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-200.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;560.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0
-2.06564;-2.828349;-2.828349;-5.488019;0.0;0.0;0.0;2.993308;1.98011;2.592133;3.27474;3.188134;3.03185;1.674083;5.553521;1.783874;0.69707;-1.156787;-2.06564;-2.828349;-2.828349;-5.488019;0.0;0.0;0.0;2.993308;1.98011;2.592133;3.27474;3.188134;3.03185;1.674083;5.553521;1.783874;0.69707;-1.156787;-2.06564;-2.828349;-2.828349;-5.488019;0.0;0.0;0.0;2.993308;1.98011;2.592133;3.27474;3.188134;3.03185;1.674083;5.553521;1.783874;0.69707;-1.156787
-560.0;-160.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-200.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;560.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0
0.661167;-3.918089;-3.918089;-6.154856;-6.154856;0.0;0.920776;0.933986;1.094138;1.415864;1.015091;1.006818;1.211335;2.540231;1.423164;3.256584;3.057102;2.420773;0.661167;-1.257099;0.661167;-3.918089;-3.918089;-6.154856;-6.154856;0.0;0.920776;0.933986;1.094138;1.415864;1.015091;1.006818;1.211335;2.540231;1.423164;3.256584;3.057102;2.420773;0.661167;-1.257099;0.661167;-3.918089;-3.918089;-6.154856;-6.154856;0.0;0.920776;0.933986;1.094138;1.415864;1.015091;1.006818;1.211335;2.540231;1.423164;3.256584;3.057102;2.420773;0.661167;-1.257099
-560.0;-160.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-200.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;560.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0
-1.250701;-1.028115;-1.028115;0.0;6.562828;6.562828;2.588218;0.848696;1.068954;1.643955;2.714183;3.220726;2.379383;1.55159;0.899757;1.073028;0.837253;-0.168017;-1.250701;-1.702138;-1.250701;-1.028115;-1.028115;0.0;6.562828;6.562828;2.588218;0.848696;1.068954;1.643955;2.714183;3.220726;2.379383;1.55159;0.899757;1.073028;0.837253;-0.168017;-1.250701;-1.702138;-1.250701;-1.028115;-1.028115;0.0;6.562828;6.562828;2.588218;0.848696;1.068954;1.643955;2.714183;3.220726;2.379383;1.55159;0.899757;1.073028;0.837253;-0.168017;-1.250701;-1.702138
-560.0;-180.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-200.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;540.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0
-3.204724;-5.272236;0.0;0.0;0.0;0.0;0.0;2.001491;2.001491;-0.219683;1.691774;-3.204724;-5.272236;0.0;0.0;0.0;0.0;0.0;2.001491;2.001491;-0.219683;1.691774;-3.204724;-5.272236;0.0;0.0;0.0;0.0;0.0;2.001491;2.001491;-0.219683;1.691774
-560.0;-160.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-200.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;560.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0
-0.845307;-4.920116;-4.920116;-4.920116;0.0;2.366876;-1.479275;-0.881726;-0.380673;0.179431;1.023278;3.975057;5.603814;5.979973;1.484164;-0.011376;1.472164;0.405624;-0.845307;-1.173262;-0.845307;-4.920116;-4.920116;-4.920116;0.0;2.366876;-1.479275;-0.881726;-0.380673;0.179431;1.023278;3.975057;5.603814;5.979973;1.484164;-0.011376;1.472164;0.405624;-0.845307;-1.173262;-0.845307;-4.920116;-4.920116;-4.920116;0.0;2.366876;-1.479275;-0.881726;-0.380673;0.179431;1.023278;3.975057;5.603814;5.979973;1.484164;-0.011376;1.472164;0.405624;-0.845307;-1.173262
-560.0;-160.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-360.0;-200.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;560.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0;360.0
-2.69325;-2.134589;-2.134589;-0.146053;1.88477;0.0;0.718791;2.634096;1.761468;1.951049;2.466106;2.749589;2.452554;-0.034144;2.276722;2.496701;1.205435;-0.704226;-2.69325;-3.067102;-2.69325;-2.134589;-2.134589;-0.146053;1.88477;0.0;0.718791;2.634096;1.761468;1.951049;2.466106;2.749589;2.452554;-0.034144;2.276722;2.496701;1.205435;-0.704226;-2.69325;-3.067102;-2.69325;-2.134589;-2.134589;-0.146053;1.88477;0.0;0.718791;2.634096;1.761468;1.951049;2.466106;2.749589;2.452554;-0.034144;2.276722;2.496701;1.205435;-0.704226;-2.69325;-3.067102
